Set,Real,y_pred_random_forest
Train,4,2.7402417639716345
Train,6,2.72204411001798
Train,2,2.6964526346546758
Train,1,2.696129746246289
Train,5,2.5684640018394025
Train,1,2.6962984024799335
Train,2,2.548849749773975
Train,3,2.6613672466558955
Train,6,2.7302903658921243
Train,3,2.634090448385432
Train,6,2.652732286064551
Train,1,2.7124331904506325
Train,6,2.6714722070913877
Train,4,2.671072478373675
Train,4,2.6892618142805262
Train,4,2.6440827148590205
Train,1,2.730648423836828
Train,6,2.723044450647332
Train,2,2.686908543896412
Train,2,2.560750635079577
Train,1,2.564279383032815
Train,4,2.674138276775866
Train,4,2.7623600089841363
Train,2,2.658962816431601
Train,6,2.6578505144642097
Train,0,2.5737094727070997
Train,2,2.6022932040954543
Train,1,2.77298470897057
Train,5,2.727545552892217
Train,0,2.549135194770972
Train,3,2.709679646259194
Train,1,2.5753553889796645
Train,0,2.5806581306617544
Train,0,2.538149897374632
Train,2,2.696787703170544
Train,2,2.62036167393406
Train,2,2.704350414008092
Train,3,2.666167227533965
Train,2,2.6863907788058397
Train,5,2.6951325356290967
Train,3,2.5967874740522596
Train,4,2.672146791942584
Train,0,2.690345449738867
Train,2,2.7152472988074776
Train,3,2.6033522560215463
Train,0,2.73770635609422
Train,1,2.5167730645556436
Train,2,2.6009689006130765
Train,2,2.6039577730558774
Train,1,2.756014019746671
Train,6,2.8460971336530423
Train,3,2.678465651449975
Train,2,2.698798535397659
Train,4,2.5935662011084566
Train,5,2.7526469884863203
Train,2,2.706692730253144
Train,3,2.624981852407394
Train,4,2.7622939501979302
Train,0,2.597926472051816
Train,0,2.6048602299822483
Train,2,2.603264052107597
Train,1,2.5492311915119372
Train,3,2.754804729868171
Train,6,2.7141934986944922
Train,3,2.5595253381884033
Train,6,2.798835310369634
Train,2,2.752874491223308
Train,3,2.5497193919681003
Train,3,2.60361829539668
Train,6,2.636020171948206
Train,2,2.5865063720741985
Train,2,2.6735530023213103
Train,4,2.7086934529123847
Train,3,2.642839049999812
Train,2,2.6455239900987366
Train,1,2.5701226424638763
Train,1,2.721973846998708
Train,1,2.64892617560052
Train,6,2.59770843646283
Train,3,2.7107317684875873
Train,2,2.7475603801719295
Train,4,2.645995042157156
Train,3,2.5922052369270916
Train,3,2.6439139389774913
Train,2,2.628845597784807
Train,5,2.6817887395737254
Train,1,2.743104905104429
Train,6,2.7031723172580193
Train,2,2.595813631749278
Train,1,2.673163013327867
Train,4,2.6694350338210056
Train,0,2.6617786642359333
Train,4,2.6414104957804487
Train,0,2.6369215687464793
Train,2,2.64429270200588
Train,5,2.5268223748677716
Train,6,2.6732879016930213
Train,5,2.716476741500083
Train,3,2.684079412891974
Train,2,2.640510830481812
Train,1,2.6335753676814138
Train,2,2.6362289218909467
Train,2,2.631742904092901
Train,0,2.670116981098447
Train,4,2.7782876606038127
Train,3,2.608856785604759
Train,5,2.676890105900104
Train,4,2.7594795881299428
Train,1,2.6698331735585175
Train,3,2.7683434541932495
Train,1,2.6711715111880494
Train,3,2.631663489978449
Train,0,2.6679409387235773
Train,1,2.7755191588427772
Train,3,2.6180335112492346
Train,2,2.7196903936667978
Train,6,2.8213379656909234
Train,3,2.756666057637144
Train,3,2.5872018273879296
Train,3,2.6325913410856265
Train,6,2.6672244063447987
Train,2,2.6591217169147128
Train,2,2.6280665432040053
Train,4,2.720350821285681
Train,3,2.712366563408507
Train,1,2.7039558046156573
Train,1,2.6541757451086934
Train,2,2.6990280684629315
Train,6,2.712570982620035
Train,3,2.4507681568055206
Train,1,2.667649760434813
Train,4,2.678405909852496
Train,1,2.6784662958422927
Train,3,2.6473262853044544
Train,0,2.6603782191764695
Train,3,2.6637693195776055
Train,1,2.7436163239537854
Train,4,2.687086712151855
Train,5,2.701671893247081
Train,3,2.6878866685291216
Train,4,2.7570792154687562
Train,3,2.6770624395862415
Train,4,2.6403400391965466
Train,1,2.6504673604343907
Train,3,2.7885178066019125
Train,2,2.5867719431906266
Train,1,2.5112274107552808
Train,6,2.7334187316448464
Train,2,2.5719860863919517
Train,3,2.631584818483252
Train,6,2.6357823566820286
Train,4,2.763201499961746
Train,1,2.6346155783317293
Train,3,2.7165087312721514
Train,1,2.6859725335484876
Train,2,2.717947223894409
Train,1,2.6152578866788043
Train,3,2.707926482770008
Train,3,2.718030688368985
Train,2,2.6994375413688623
Train,4,2.815526785463892
Train,2,2.635266814545542
Train,4,2.7327647759348532
Train,0,2.6148160383832146
Train,6,2.7215726649064673
Train,2,2.6814001140968755
Train,6,2.738382848041829
Train,2,2.723148903715144
Train,6,2.753272820030185
Train,5,2.558331027135754
Train,6,2.762521548344795
Train,0,2.655003891443114
Train,0,2.5048173811820376
Train,3,2.689810610006727
Train,6,2.6900676549401936
Train,5,2.608544623983546
Train,4,2.7398932422824283
Train,5,2.666709729620011
Train,4,2.6680719742902244
Train,2,2.6726177087490726
Train,1,2.558062565363931
Train,3,2.7457732933717813
Train,0,2.6276216944238424
Train,1,2.730463598004864
Train,1,2.7113156245462076
Train,4,2.739327731637232
Train,1,2.6082477086114064
Train,1,2.5740116096444687
Train,1,2.7303099345566535
Train,3,2.569788973601864
Train,1,2.72891473713149
Train,1,2.5012187436013225
Train,3,2.742972222588742
Train,3,2.6496058799897524
Train,1,2.6469628912555145
Train,1,2.6270183576712576
Train,1,2.7420319811288407
Train,4,2.709028188222511
Train,2,2.73067420296746
Train,6,2.685402452466016
Train,4,2.5495630329917707
Train,4,2.6533552577194053
Train,2,2.7154487919639774
Train,3,2.7665605927512713
Train,2,2.6238469776731863
Train,4,2.738036150203645
Train,5,2.733747685854929
Train,5,2.67156755724913
Train,3,2.782922632618498
Train,1,2.7308722700896793
Train,1,2.5561050288897644
Train,5,2.719889078895309
Train,2,2.670015974672398
Train,0,2.7737712640078205
Train,5,2.663973300899587
Train,3,2.658640751373407
Train,3,2.6994398945777855
Train,0,2.620829113872043
Train,1,2.659133575358126
Train,0,2.6128473442992193
Train,1,2.703665397720022
Train,2,2.71173819489719
Train,2,2.6939251056886473
Train,3,2.622306904925594
Train,5,2.7577637271842748
Train,1,2.724921443959922
Train,3,2.64171215041734
Train,2,2.601988533189949
Train,0,2.551829548768284
Train,2,2.759795464039609
Train,3,2.670242663028985
Train,4,2.5800153707557776
Train,1,2.794563404608571
Train,1,2.6317453322815516
Train,6,2.6348540703505243
Train,2,2.5805125600643466
Train,2,2.537330126234475
Train,3,2.7770454821765096
Train,2,2.655678544969725
Train,2,2.6699422313177554
Train,3,2.5388136935637005
Train,6,2.639295622198547
Train,1,2.686754185128771
Train,4,2.7909880555691897
Train,6,2.736430318107896
Train,3,2.6758662775482054
Train,0,2.59013726117889
Train,1,2.7041705376191967
Train,4,2.7054467477487445
Train,4,2.6542103710673253
Train,3,2.775490451165754
Train,6,2.6957216098987895
Train,0,2.7275038673941743
Train,1,2.6557294574477885
Train,3,2.680628827576079
Train,2,2.6226013833692536
Train,3,2.341578308875461
Train,3,2.69647752218536
Train,0,2.505747205216008
Train,5,2.6562448851710116
Train,3,2.6524910159338777
Train,4,2.728503871978244
Train,3,2.730932328513076
Train,3,2.729622314225462
Train,6,2.5643796649374377
Train,2,2.7134646583930295
Train,3,2.65299469341499
Train,2,2.5607059914659307
Train,6,2.780059224166601
Train,0,2.715738078693447
Train,2,2.7620730418717425
Train,3,2.7049018514417584
Train,6,2.749268375768166
Train,1,2.639094239858458
Train,5,2.716819433923721
Train,6,2.717374362937688
Train,2,2.726216689331862
Train,4,2.7566987009637
Train,1,2.601499619969656
Train,2,2.7382802858466446
Train,3,2.7204215455917033
Train,2,2.7418566729570357
Train,2,2.7255852635717206
Train,0,2.722542967547489
Train,2,2.712539340388526
Train,5,2.7648583249927454
Train,1,2.730835235086677
Train,1,2.7047821142667434
Train,6,2.656847247824018
Train,5,2.6787607094221664
Train,5,2.850574345092286
Train,2,2.6172821388158796
Train,0,2.6967039052209185
Train,3,2.749285799935313
Train,6,2.5941613553140273
Train,5,2.7300472081663547
Train,4,2.677608251389535
Train,0,2.7241938948921605
Train,2,2.7205956033968106
Train,6,2.6731962009214665
Train,3,2.703049399188337
Train,5,2.5621518938137884
Train,1,2.6691977007710235
Train,3,2.649432575380723
Train,3,2.7732410273134867
Train,5,2.6999487210010362
Train,2,2.645495499546972
Train,2,2.5718899490674625
Train,4,2.713775054283268
Train,0,2.6764254991651337
Train,0,2.7074466211697934
Train,3,2.6391071659346563
Train,2,2.7469425484906806
Train,1,2.704563074189062
Train,0,2.5799150604052206
Train,3,2.6735825808001126
Train,4,2.677020653168955
Train,1,2.5992944968084872
Train,2,2.649275476936615
Train,5,2.622931389007206
Train,2,2.6950015262772875
Train,2,2.6678684099190133
Train,2,2.5581122829319303
Train,0,2.608291303576595
Train,3,2.692202256595548
Train,3,2.6864585509848093
Train,2,2.7103133897613043
Train,1,2.6099048974798564
Train,1,2.730386567640248
Train,3,2.766239184551693
Train,3,2.6342738973015516
Train,1,2.6600271366259016
Train,3,2.6270100811619144
Train,2,2.7374216037865335
Train,1,2.686838216089382
Train,1,2.7159078852018665
Train,1,2.5201707012084698
Train,2,2.5768884074801677
Train,1,2.6747174220848833
Train,2,2.715607044612072
Train,2,2.775609678946288
Train,3,2.750487997207455
Train,2,2.6685831091857124
Train,4,2.594170649806332
Train,0,2.5631101195154677
Train,2,2.6966473619474822
Train,3,2.7003518720413204
Train,1,2.7156136069746126
Train,1,2.618454708299303
Train,6,2.7582506873209436
Train,0,2.706624835269423
Train,1,2.616165456509506
Train,1,2.6179890731510005
Train,1,2.6091736136348938
Train,1,2.683905769279694
Train,1,2.581166880553167
Train,1,2.6580427666246833
Train,2,2.7214741131337052
Train,2,2.6603680831111927
Train,6,2.7051068497170854
Train,1,2.649528544317815
Train,3,2.6483955988849925
Train,0,2.7052998983992915
Train,5,2.6469746636139444
Train,1,2.5566476270222056
Train,1,2.717418465189587
Train,3,2.717363631778657
Train,5,2.7778849783613815
Train,1,2.6807823692663884
Train,5,2.6031254614754125
Train,2,2.721350853748626
Train,4,2.6522879645437736
Train,1,2.576110245638542
Train,0,2.666195750582328
Train,4,2.6292737246047477
Train,4,2.7624699314099477
Train,2,2.7418413793096783
Train,5,2.706484528182829
Train,0,2.786397833770809
Train,0,2.7197225876558533
Train,1,2.6378906303713983
Train,3,2.638625661549443
Train,1,2.633244891585684
Train,5,2.6658190930771646
Train,5,2.700994427816563
Train,6,2.7153602936048107
Train,2,2.728348429143266
Train,6,2.8053361096351286
Train,3,2.6471094857077038
Train,1,2.7271037752907743
Train,6,2.786084925617212
Train,1,2.673961219202161
Train,2,2.6886132651156247
Train,5,2.6883099970684152
Train,3,2.5702106719402633
Train,0,2.598901513093612
Train,1,2.629864376666699
Train,4,2.6475704686965815
Train,4,2.6698659137837395
Train,1,2.645133504522337
Train,2,2.661872452109831
Train,3,2.680259741401736
Train,4,2.6502426081928814
Train,1,2.6341403739574516
Train,0,2.6193062452727838
Train,1,2.486074616929709
Train,1,2.6776372987122325
Train,0,2.6470553926938214
Train,4,2.760694392614297
Train,0,2.5787245333645075
Train,0,2.4824786096869524
Train,1,2.6352123007651187
Train,2,2.6699430102426436
Train,2,2.689420903659321
Train,4,2.6397306369855595
Train,2,2.704028732372226
Train,5,2.626723215099961
Train,3,2.5986873667017716
Train,2,2.5728007755898767
Train,0,2.6954205154175286
Train,0,2.69225579733176
Train,2,2.5941995184043014
Train,2,2.7211304372569622
Train,3,2.601782721663008
Train,5,2.678247327907995
Train,3,2.672914420394292
Train,6,2.696946349415135
Train,2,2.612090987806916
Train,6,2.708756787322937
Train,5,2.755343528651437
Train,1,2.6737481318321854
Train,2,2.6872786986245916
Train,2,2.6395676301290663
Train,3,2.71065059019426
Train,6,2.700572495511289
Train,5,2.618837628053521
Train,1,2.556397959163269
Train,0,2.701975270331352
Train,1,2.7064254593196995
Train,1,2.714210961757986
Train,1,2.690117495989974
Train,4,2.693580969572476
Train,0,2.4222103425747346
Train,1,2.619982295242634
Train,5,2.686454277227118
Train,3,2.642502498521608
Train,3,2.702303430647728
Train,1,2.6556132883449908
Train,3,2.548519014413898
Train,0,2.583996229091948
Train,2,2.7306780518222347
Train,2,2.770730939453785
Train,0,2.60821520291142
Train,2,2.6969873885353013
Train,5,2.5859879475193224
Train,5,2.8092778966005194
Train,4,2.759134946591758
Train,1,2.753602608183392
Train,3,2.5606814491161503
Train,3,2.665530219904083
Train,5,2.5560318098688373
Train,6,2.853971006985376
Train,0,2.6793974039771236
Train,3,2.684851475156745
Train,6,2.711052584971247
Train,2,2.7222660662593046
Train,0,2.552859206606288
Train,2,2.6963450140864555
Train,4,2.6585649402786284
Train,6,2.7491819443842704
Train,0,2.7075113123799524
Train,5,2.6875393300204986
Train,4,2.5797811649912616
Train,3,2.7226744929320286
Train,3,2.7266436870978907
Train,2,2.6436993193507816
Train,6,2.732702537024664
Train,1,2.647075992058014
Train,2,2.7491390621596796
Train,6,2.7807426714035444
Train,4,2.7578869742655483
Train,1,2.527157723246469
Train,1,2.7100523179024365
Train,0,2.698655716361822
Train,6,2.7464266413124445
Train,3,2.6374553335692146
Train,4,2.7146864635807835
Train,6,2.685436257812213
Train,3,2.616852864619208
Train,2,2.707770732189707
Train,5,2.6194875366871617
Train,2,2.6819741357069153
Train,4,2.7822734829120166
Train,4,2.7186952198274073
Train,4,2.6856004315055015
Train,2,2.4821894463157146
Train,6,2.765129091812469
Train,3,2.6889204424718867
Train,2,2.7179939485452165
Train,5,2.754095993460245
Train,4,2.7821926258928387
Train,4,2.6009559510712323
Train,6,2.630182960433234
Train,6,2.7324281947152143
Train,6,2.6440752673330947
Train,1,2.6390494495165866
Train,1,2.6799893113252757
Train,2,2.619152344416146
Train,6,2.7656407076529335
Train,4,2.7185330584727607
Train,3,2.649963634150311
Train,2,2.737909103273355
Train,0,2.6201222673388616
Train,3,2.6754433498783077
Train,6,2.68155844176032
Train,2,2.7340285577597303
Train,1,2.642500041283568
Train,3,2.728459060335207
Train,3,2.581945287027845
Train,1,2.773225667861787
Train,4,2.7968229922269785
Train,6,2.769489925476368
Train,5,2.7489780908178982
Train,2,2.745456865613137
Train,4,2.690164225605007
Train,1,2.617726609928434
Train,2,2.7040057810574156
Train,6,2.6878255330846588
Train,1,2.6860469401659226
Train,0,2.6811808922686087
Train,2,2.614261650883238
Train,3,2.798176936146529
Train,1,2.703969811132233
Train,2,2.572070388981865
Train,1,2.630866647211522
Train,0,2.7063755823957725
Train,0,2.5368438891632974
Train,4,2.7084870916456616
Train,0,2.6062395507170124
Train,3,2.608011840704107
Train,2,2.6211570912853492
Train,4,2.745560190153991
Train,4,2.7410973106881062
Train,4,2.6173357028147524
Train,2,2.7689887828369306
Train,5,2.819726471290581
Train,4,2.8175538860466456
Train,4,2.7015959428655822
Train,3,2.7417956774034042
Train,6,2.666079403159722
Train,0,2.710226963783742
Train,2,2.610037840118545
Train,5,2.701785092484873
Train,4,2.604816176424988
Train,0,2.586865276629249
Train,3,2.6775544211226925
Train,1,2.6086727654239046
Train,3,2.6378319457946566
Train,2,2.6385964446973214
Train,2,2.466397954454565
Train,5,2.7324664872644218
Train,4,2.6239603166156202
Train,0,2.6097141087070264
Train,1,2.7020947836167677
Train,1,2.731239698226673
Train,5,2.6676532398417523
Train,1,2.5266392812336407
Train,1,2.5541640026073695
Train,1,2.5946415240331726
Train,1,2.5147107147473418
Train,0,2.6193529320862385
Train,2,2.621649545336478
Train,6,2.8065022011411465
Train,3,2.6210477497649056
Train,3,2.7246709299556438
Train,1,2.6324253453231723
Train,4,2.4995974215098404
Train,6,2.651464554825298
Train,2,2.696035403947615
Train,2,2.745392075182957
Train,1,2.5847337418619163
Train,4,2.7153425307412435
Train,1,2.6870847960670123
Train,4,2.6332603263542405
Train,2,2.659103604162727
Train,2,2.7389455184314486
Train,6,2.7016871488731713
Train,0,2.55644046786581
Train,4,2.702989816588863
Train,2,2.6314636746468874
Train,6,2.7996129039135464
Train,3,2.785238106765227
Train,6,2.718691038740072
Train,3,2.6607148585581974
Train,1,2.6842519494715162
Train,0,2.67321149098282
Train,5,2.763256861777904
Train,0,2.7759002280218787
Train,0,2.5986915567243978
Train,2,2.7561709293917884
Train,3,2.610008945561493
Train,3,2.647139022956084
Train,0,2.6295899163106187
Train,6,2.709583379880422
Train,3,2.7370004965646184
Train,0,2.7215476802038223
Train,2,2.7566601376929207
Train,6,2.7740490256669093
Train,0,2.519966551782566
Train,1,2.645683829860874
Train,3,2.724428510889777
Train,3,2.7038708800312685
Train,2,2.72863276679296
Train,4,2.7186326180122937
Train,1,2.579384953019
Train,1,2.5879862651382166
Train,4,2.74724772386889
Train,3,2.599656739505993
Train,3,2.572151643252423
Train,5,2.686853609318906
Train,1,2.7467651943986358
Train,6,2.811630476304032
Train,5,2.724007926139282
Train,0,2.5132274587451353
Train,4,2.7132105853805526
Train,2,2.648942707342847
Train,3,2.699472111187934
Train,0,2.6011297819658865
Train,1,2.65482807027788
Train,1,2.723656547720284
Train,5,2.7309043384887786
Train,3,2.6999217537259685
Train,2,2.757825254211487
Train,2,2.680287296310636
Train,2,2.75030134429035
Train,4,2.6624220029050565
Train,4,2.5991230165076638
Train,6,2.6470690788687676
Train,6,2.785652306606916
Train,0,2.524816015129986
Train,6,2.7068944689952845
Train,3,2.5959481728549485
Train,5,2.75162450415047
Train,0,2.654039851414619
Train,1,2.6992869063566336
Train,3,2.741599853135757
Train,1,2.741191943209503
Train,2,2.7253442051507513
Train,0,2.6901266840715383
Train,3,2.7165083365877343
Train,1,2.7338926596998943
Train,3,2.7383821781442284
Train,1,2.727570249947598
Train,5,2.7168065522265783
Train,1,2.4656574027139984
Train,1,2.646046206376792
Train,2,2.733652005743478
Train,1,2.6878756346675825
Train,4,2.6274509590558073
Train,4,2.621644476881629
Train,5,2.7188164794931664
Train,2,2.6245085792743383
Train,2,2.725163659020274
Train,2,2.69688894047083
Train,2,2.6097807075448105
Train,2,2.5789956805723193
Train,6,2.6167384880613236
Train,1,2.722829700097408
Train,2,2.8048603929255456
Train,5,2.6959278452760485
Train,3,2.6151769082579737
Train,4,2.607947147530617
Train,0,2.6071626665725454
Train,5,2.5754927605512297
Train,4,2.7088122975628757
Train,1,2.6232197620241253
Train,2,2.7361133915246243
Train,5,2.7570114403596335
Train,1,2.671888245476119
Train,0,2.602892195168189
Train,2,2.5791457050804594
Train,0,2.606997300991826
Train,5,2.6765710609530986
Train,1,2.5044261860330783
Train,1,2.6455462139927977
Train,1,2.634222483330707
Train,2,2.6166145259477362
Train,5,2.727342497163549
Train,6,2.6968710054982794
Train,2,2.7142116152070406
Train,4,2.697364167810768
Train,3,2.740572611347298
Train,4,2.6332554738030263
Train,4,2.7474214986740657
Train,2,2.6928519027140756
Train,4,2.731747167083464
Train,4,2.686210735980603
Train,2,2.654041925627638
Train,6,2.73230120411602
Train,5,2.853943320666746
Train,5,2.7602691505875057
Train,2,2.7576620588215817
Train,4,2.5890889188431414
Train,1,2.6832975129381627
Train,2,2.6568085151089362
Train,0,2.57257202732442
Train,5,2.715897297843336
Train,5,2.584285111645408
Train,3,2.7143173993885465
Train,2,2.692650053109708
Train,4,2.7460633409574142
Train,3,2.626560082823584
Train,5,2.7747215633447855
Train,2,2.7139550447190777
Train,4,2.6370877159928225
Train,2,2.7876407080639725
Train,3,2.7278516541380013
Train,4,2.7279553529511453
Train,3,2.6850201624309067
Train,4,2.705956954145604
Train,5,2.7240600452432244
Train,4,2.6698726777489474
Train,1,2.6441320180662378
Train,3,2.6265279075556203
Train,0,2.5856503283706087
Train,4,2.5959705001649955
Train,3,2.6137092956173746
Train,2,2.6949707161942626
Train,3,2.6997113992047104
Train,5,2.6140035393981167
Train,5,2.7058734908607254
Train,3,2.6756643407649254
Train,0,2.620477469654347
Train,2,2.692125238215871
Train,4,2.6375369175238945
Train,0,2.607441479287273
Train,3,2.7718723277440387
Train,6,2.7347202141671563
Train,6,2.7946102549142364
Train,6,2.6471349127058734
Train,4,2.798135592899274
Train,1,2.6107035068279805
Train,2,2.746417204488765
Train,5,2.7183433016101146
Train,4,2.5688301166080834
Train,3,2.706193961695163
Train,4,2.7947394902692975
Train,4,2.69613596485672
Train,4,2.6574714793345344
Train,1,2.7491353790101662
Train,4,2.5703423815290916
Train,3,2.746127620816752
Train,5,2.8249219375613355
Train,3,2.5025056948352757
Train,0,2.404127133858245
Train,6,2.7126794050646645
Train,0,2.696555442653005
Train,1,2.682453030442852
Train,0,2.678435969479943
Train,1,2.514858659632273
Train,2,2.686115546076327
Train,6,2.6770260195242592
Train,5,2.651948880816249
Train,5,2.7852439756756757
Train,3,2.7012941348640003
Train,1,2.7147541447935155
Train,3,2.6841148178093706
Train,4,2.689823858694219
Train,1,2.7772136018749767
Train,0,2.7130151587355953
Train,1,2.7110523347417375
Train,0,2.6508434154942937
Train,0,2.5675672602077855
Train,1,2.762103906516431
Train,1,2.565970629207488
Train,6,2.6843485821291977
Train,3,2.707687162346846
Train,1,2.703774909934433
Train,2,2.725828971460223
Train,6,2.7782374580357394
Train,4,2.64307744228942
Train,5,2.7530163323553194
Train,2,2.668918233718417
Train,4,2.763255872010701
Train,1,2.704868856045404
Train,4,2.7112714543153835
Train,3,2.640181263354401
Train,6,2.626478929918162
Train,2,2.770079819242899
Train,6,2.6658382557903315
Train,6,2.7070986095192846
Train,2,2.660654460937115
Train,1,2.6396750608455175
Train,6,2.7370593501669065
Train,0,2.6037671075434936
Train,5,2.7086907540823604
Train,4,2.6968306955170105
Train,2,2.747526365114745
Train,4,2.7255086894408564
Train,2,2.668823012234705
Train,1,2.7186507307439514
Train,2,2.5463852728421945
Train,1,2.5611269064915105
Train,4,2.589557700999768
Train,5,2.757882783188179
Train,5,2.8072231471237346
Train,5,2.755038275100382
Train,5,2.7255558710379426
Train,2,2.693098015438799
Train,2,2.5780495611125707
Train,3,2.7181195356005072
Train,3,2.690988045184858
Train,1,2.685112872144292
Train,2,2.652964708256793
Train,0,2.6665144076907707
Train,0,2.6223118999259327
Train,5,2.7217984519763627
Train,2,2.677851892892723
Train,6,2.6724978339548953
Train,1,2.6564401358546075
Train,5,2.767547256087106
Train,3,2.6346994755452204
Train,2,2.5847439621805894
Train,0,2.643805128007228
Train,4,2.5771706944709734
Train,2,2.62930215123709
Train,0,2.5595696907316787
Train,0,2.676034457427152
Train,4,2.733390590243124
Train,0,2.312161457453071
Train,5,2.724672945746513
Train,5,2.6453997540809597
Train,6,2.7038884191824364
Train,4,2.698273832113811
Train,2,2.6546633818848893
Train,3,2.6146567713198694
Train,2,2.6202809719856943
Train,6,2.7860797536533655
Train,3,2.6761871962262216
Train,2,2.693979402516727
Train,4,2.630877611117689
Train,5,2.636553860899667
Train,4,2.6359492605130943
Train,6,2.7232506902007345
Train,1,2.5976216911237686
Train,3,2.5913640149997583
Train,1,2.6998731406666066
Train,2,2.69985036352432
Train,6,2.74652403943489
Train,3,2.6452229138209042
Train,5,2.714371238378129
Train,1,2.6182290904016723
Train,1,2.5872730056825257
Train,2,2.665558095949972
Train,2,2.675181189868476
Train,0,2.6144161564937933
Train,4,2.603551643800246
Train,6,2.6373868020990163
Train,2,2.604102822201789
Train,4,2.7234995685330996
Train,1,2.7593302841848595
Train,3,2.706511287380815
Train,1,2.6850513354443457
Train,2,2.7192961010751207
Train,3,2.7442839441029405
Train,2,2.742031847614225
Train,0,2.6760460878888055
Train,4,2.699355259873301
Train,2,2.5936813626857957
Train,4,2.558462172393206
Train,1,2.6624887808151443
Train,0,2.655047629182389
Train,0,2.8194762278465166
Train,5,2.7478313833841166
Train,3,2.730122693360153
Train,0,2.708074184083636
Train,0,2.538396606397801
Train,2,2.7098204073048437
Train,6,2.630313147560268
Train,5,2.7132969798686246
Train,1,2.7425676623768527
Train,5,2.6643109244455103
Train,2,2.660534840178931
Train,0,2.603759820314207
Train,3,2.6880164833270084
Train,3,2.622344714478592
Train,2,2.649561328482491
Train,0,2.5529233856393634
Train,0,2.52816347498517
Train,0,2.5278970873583044
Train,1,2.6013404086891323
Train,2,2.732739371246219
Train,6,2.6806367416210604
Train,1,2.7063508127244766
Train,0,2.6220859174178064
Train,0,2.6141247566234496
Train,3,2.585110784185315
Train,1,2.7102836841795157
Train,2,2.6303282196427644
Train,3,2.6164762967722335
Train,1,2.665641831724031
Train,5,2.7058231748640043
Train,2,2.73064831217397
Train,1,2.699352662396856
Train,1,2.685843847513483
Train,2,2.7457401370062824
Train,2,2.600200232445238
Train,2,2.693483593343363
Train,2,2.5476716769387124
Train,4,2.6933001215629537
Train,2,2.6573064955868193
Train,3,2.671444682404041
Train,5,2.8185306209392835
Train,1,2.630458221757414
Train,6,2.6666944343939956
Train,5,2.734986487777728
Train,3,2.7258393987104323
Train,2,2.6745384777508137
Train,2,2.6028812501137395
Train,0,2.5262397459289305
Train,2,2.5790070645940055
Train,2,2.69946971255091
Train,1,2.652921266906168
Train,1,2.592599452516569
Train,4,2.704332454296237
Train,0,2.5154422486606594
Train,2,2.6624762542494387
Train,6,2.6575156435646687
Train,4,2.7879603755434257
Train,1,2.66273688807189
Train,3,2.8139573654412016
Train,1,2.741301846360202
Train,0,2.6925226243384
Train,1,2.62471545007019
Train,0,2.6218354265089077
Train,5,2.726603290284964
Train,1,2.6532311138965055
Train,6,2.8342524640240447
Train,1,2.6516350974052996
Train,4,2.758866941171957
Train,1,2.7141186530120844
Train,1,2.6338118455437485
Train,3,2.7012875143344415
Train,4,2.7819876871073927
Train,0,2.608258062990783
Train,3,2.6862451357058803
Train,4,2.791537711012329
Train,0,2.7357405447786682
Train,5,2.7490114597785986
Train,1,2.7332233892533515
Train,6,2.807226121881817
Train,2,2.729789589648985
Train,1,2.675263275570426
Train,0,2.4807040953102106
Train,0,2.768169727221553
Train,4,2.7615550764078733
Train,3,2.6750012571375237
Train,1,2.5985981979814454
Train,1,2.7142556523234433
Train,3,2.5781326115022467
Train,1,2.707895445771905
Train,6,2.715454291204826
Train,6,2.793962182532331
Train,3,2.8271696246126994
Train,3,2.6428606271090347
Train,2,2.681932346912611
Train,1,2.585436825276555
Train,4,2.705685915529969
Train,3,2.7425030169679023
Train,3,2.7188338674501598
Train,3,2.6093673423429404
Train,2,2.7162715909291784
Train,1,2.751268080387064
Train,5,2.7102645287764617
Train,2,2.668484059971232
Train,0,2.6558648830731557
Train,0,2.6114146939190817
Train,1,2.6130811517856602
Train,1,2.6564197352119647
Train,1,2.6642656069377155
Train,5,2.702726260006184
Train,6,2.7772897989505823
Train,3,2.773079369410203
Train,5,2.6675128630923606
Train,2,2.63528807023612
Train,2,2.573306235973165
Train,4,2.6752941638149843
Train,3,2.806054486188496
Train,3,2.6933075017604517
Train,4,2.7305360080460703
Train,0,2.599603253655677
Train,3,2.679980708975955
Train,3,2.6821998545698644
Train,4,2.761771402380824
Train,1,2.573322357819976
Train,4,2.7827446025491276
Train,2,2.588965762670095
Train,4,2.6993531534326145
Train,2,2.6872909296317697
Train,1,2.665071388373313
Train,0,2.6098854572664294
Train,3,2.730589229091565
Train,4,2.708702807555618
Train,5,2.5825828204635597
Train,5,2.7121886105810207
Train,5,2.6803418018778946
Train,4,2.697506654343154
Train,5,2.731527688595849
Train,3,2.6605789024281905
Train,6,2.696283962798091
Train,0,2.683724852605888
Train,4,2.730309722514377
Train,0,2.7117055836805855
Train,2,2.7130308818656124
Train,5,2.710934387463069
Train,6,2.7111419281655587
Train,3,2.621920880341547
Train,4,2.6490055360309346
Train,1,2.715357864374107
Train,2,2.7273931512283314
Train,4,2.668553945786457
Train,2,2.712542386182573
Train,2,2.6783190949046554
Train,1,2.5874021113238523
Train,2,2.680267788103395
Train,2,2.6766101075244246
Train,5,2.764992078444054
Train,2,2.5572937974549914
Train,6,2.74281825801674
Train,1,2.6428796210544645
Train,4,2.556917995875618
